School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Raymore-Peculiar,5.17,8.04,13.21,8,1,1
Liberty North,6.24,6.77,13.01,1,5,2
Ft. Zumwalt West,5.52,6.97,12.48,5,3,3
Blue Springs South,5.5,6.9,12.4,6,4,4
Rock Bridge,5.78,6.52,12.3,2,7,5
Helias Catholic,4.69,6.43,11.11,10,9,6
Liberty,5.71,5.08,10.79,3,18,7
Grain Valley,4.38,6.34,10.72,12,11,8
Eureka,3.92,6.7,10.63,17,6,9
Francis Howell Central,4.11,6.5,10.61,15,8,10
Kickapoo,5.53,4.88,10.4,4,20,11
Lee's Summit,4.25,5.92,10.18,14,13,12
Lee's Summit West,4.75,5.4,10.16,9,16,13
Troy Buchanan,3.12,6.37,9.49,22,10,14
Parkway West,3.84,5.59,9.43,18,15,15
Lafayette (Wildwood),5.22,4.12,9.34,7,24,16
Park Hill,2.11,7.0,9.11,30,2,17
Francis Howell,4.29,4.75,9.04,13,21,18
Staley,3.72,5.32,9.04,19,17,19
Francis Howell North,2.61,6.28,8.9,24,12,20
Lindbergh,2.58,5.91,8.49,25,14,21
Blue Springs,4.1,4.29,8.38,16,23,22
Liberty (Wentzville),3.7,3.84,7.54,20,25,23
Hickman,4.4,2.91,7.32,11,31,24
Marquette,3.42,3.63,7.05,21,26,25
Jackson,2.01,4.9,6.92,31,19,26
Timberland,2.13,4.36,6.49,27,22,27
Nixa,2.81,2.18,4.99,23,34,28
Republic,1.39,3.48,4.87,35,27,29
Ozark,1.19,3.06,4.25,36,29,30
Lee's Summit North,2.11,2.06,4.17,29,37,31
Parkway South,2.12,2.04,4.16,28,38,32
St. Joseph's Academy,1.61,2.06,3.67,33,36,33
Oakville,0.21,3.23,3.45,42,28,34
Rolla,1.57,1.44,3.01,34,39,35
Ft. Zumwalt North,2.58,0.13,2.71,26,46,36
Fort Osage,0.43,2.19,2.62,38,33,37
Northwest (Cedar Hill),0.43,2.15,2.58,39,35,38
North Point,1.96,0.5,2.46,32,45,39
Fox,-0.23,2.4,2.17,43,32,40
Seckman,0.73,1.38,2.1,37,41,41
Joplin,-0.95,3.01,2.06,45,30,42
Carthage,0.31,1.18,1.49,41,43,43
Park Hill South,0.39,0.59,0.98,40,44,44
Kirkwood,-0.83,1.2,0.36,44,42,45
Hazelwood West,-1.58,1.4,-0.18,50,40,46
Branson,-1.28,-0.64,-1.92,47,47,47
Ritenour,-1.01,-1.21,-2.21,46,50,48
Glendale,-1.52,-0.89,-2.41,48,49,49
Central (St. Joseph),-1.85,-0.69,-2.54,51,48,50
Oak Park,-1.95,-1.27,-3.22,52,51,51
Waynesville,-2.43,-1.27,-3.7,53,52,52
Farmington,-1.57,-2.77,-4.34,49,54,53
Ladue Horton Watkins,-4.37,-1.93,-6.3,55,53,54
North Kansas City,-5.06,-8.03,-13.1,56,55,55
Pattonville,-2.86,-12.54,-15.4,54,56,56
